tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
1705449,Uber_Support,False,Mon Nov 06 22:34:16 +0000 2017,"@516922 Sorry for the trouble! Send us a note here, https://t.co/e8HVorX5rh and our team will be in touch.",,1705450.0
1705451,Uber_Support,False,Mon Nov 06 22:32:26 +0000 2017,"@516923 Be sure to check your DM, Amar.",,19679.0
1705452,Uber_Support,False,Mon Nov 06 22:30:19 +0000 2017,"@516924 Hi, Rob! Go ahead and check your DM for further details.",,1705453.0
1705454,Uber_Support,False,Mon Nov 06 22:30:01 +0000 2017,@516925 Here to help! Please send us a note at https://t.co/nNTmqKFfZd and we'll follow up.,,1705455.0
1706271,Uber_Support,False,Mon Nov 06 22:58:48 +0000 2017,@517124 We have followed up via DM.,1706272,1706273.0
1706274,Uber_Support,False,Mon Nov 06 23:16:36 +0000 2017,"@517124 We've responded to your DM, be sure to check your inbox.",,1706272.0
1706275,Uber_Support,False,Mon Nov 06 22:51:59 +0000 2017,"@517125 At this moment, we don't offer phone support for these issues. Visit this link https://t.co/balq3Eyso6 so our team can assist.",,1706276.0
1706277,Uber_Support,False,Mon Nov 06 22:51:48 +0000 2017,@517126 Hi there! Please send us a note at https://t.co/3eYc7uUEUm and we'll be happy to look into this for you.,1706278,1706279.0
1706280,Uber_Support,False,Mon Nov 06 22:48:48 +0000 2017,@358833 Hi there! Send us a note via https://t.co/K05RdmK3t4 so our team can get in touch.,,1706281.0
1706664,Uber_Support,False,Thu Oct 26 13:16:13 +0000 2017,@517223 Happy to follow up. Send us a note at https://t.co/UciVpwKXDw so our team can connect.,,1706665.0
1707069,Uber_Support,False,Mon Nov 06 23:12:52 +0000 2017,"@517336 Here to help! For more info, please click here: https://t.co/PWx6Ddjzac",,1707070.0
1707071,Uber_Support,False,Mon Nov 06 23:09:53 +0000 2017,"@224740 Thank you for reaching out! In order to further assist you, we'll need you to send us a note at https://t.co/Tq0sPMsSdu.",,1707072.0
1707073,Uber_Support,False,Mon Nov 06 23:08:22 +0000 2017,@517337 Here to help! Simply follow the link to update your account name; https://t.co/ACn231rQL4,,1707074.0
1707075,Uber_Support,False,Mon Nov 06 23:02:35 +0000 2017,"@517338 Hi, Will! Go ahead and check your DM for further details.",,1707076.0
1707091,Uber_Support,False,Tue Oct 17 17:43:39 +0000 2017,"@394121 We see your inquiry and a member of our team will be in touch, Habib.","1707092,1707093",1707094.0
1707097,Uber_Support,False,Tue Oct 17 17:42:32 +0000 2017,@517340 That doesn't sound right. Please DM us your email address and trip details; we'll follow up: https://t.co/6v96p5e65s.,,1707098.0
1707101,Uber_Support,False,Tue Oct 17 17:39:01 +0000 2017,@517342 Happy to clarify - check out https://t.co/uQJ88IZxla for additional details.,,1707102.0
1707103,Uber_Support,False,Tue Oct 17 17:32:13 +0000 2017,@450296 Let's take a closer look! Please send us a note here; https://t.co/J1AzB6DDDr so our team can connect.,,1707104.0
1707105,Uber_Support,False,Tue Oct 17 17:30:53 +0000 2017,@502973 We're here to help. Send us a DM with your email address so we can assist.,,1646117.0
1707106,Uber_Support,False,Tue Oct 17 17:30:24 +0000 2017,"@517343 It appears that we have followed up to your in-app support inquiry. Please check your messages in the ""Help"" section of your app.",,1707107.0
1707108,Uber_Support,False,Tue Oct 17 17:30:15 +0000 2017,@517344 We'll be following up shortly via in-app support. We appreciate your patience with this issue.,,1707109.0
1707110,Uber_Support,False,Tue Oct 17 05:49:58 +0000 2017,@517344 Apologies for our delayed response. We've located in your in-app inquiries end escalated them to the appropriate team to assist you.,1707109,1707111.0
1708017,Uber_Support,False,Mon Nov 06 23:28:59 +0000 2017,@517579 Here to help! Send us a note here https://t.co/yfZfahBCoB so we can further assist.,,1708018.0
1708019,Uber_Support,False,Mon Nov 06 23:28:24 +0000 2017,@517580 Here to help! Please send us a note at https://t.co/e8HVorX5rh and we'll be happy to look into this for you.,,1708020.0
1708023,Uber_Support,False,Mon Nov 06 23:26:46 +0000 2017,@511311 We're here to help! Send us a DM with your email address so we can follow up.,,1708024.0
1708025,Uber_Support,False,Mon Nov 06 23:26:24 +0000 2017,@477318 Our team has recently responded via email. Please reply there if you have additional questions!,"1708026,1708027,1708028",1708029.0
1708030,Uber_Support,False,Tue Nov 07 00:00:45 +0000 2017,"@477318 Due to our Privacy Policy, Danny, please direct your questions to our in-app support thread so we can discuss directly.",,1708028.0
1708031,Uber_Support,False,Mon Nov 06 23:21:38 +0000 2017,@517582 Oh no! Sign in to get help on this order at https://t.co/lOU9yS83Jm.,,1708032.0
1708033,Uber_Support,False,Mon Nov 06 23:18:17 +0000 2017,@517583 Here to help! Contact us here;  https://t.co/z2GegSP1EC so we can take a closer look.,"1708034,1708035,1708036,1708037",1708038.0
1708039,Uber_Support,False,Mon Nov 06 23:58:03 +0000 2017,@517583 We're here to help! Send us a DM with your email address so we can follow up.,,1708035.0
1708040,Uber_Support,False,Fri Nov 10 12:50:24 +0000 2017,"@517583 We apologize for the inconvenience, Sabrina. Our team is aware of the issue, and we're working to get back up and running as quickly as possible. Thank you for your continued patience.",,1708036.0
1708041,Uber_Support,False,Mon Nov 06 23:17:45 +0000 2017,@517584 We're sorry to hear this. Can you please send us a DM so we can look into this?,"1708042,1708043,1708044,1708045,1708046",1708047.0
1708048,Uber_Support,False,Mon Nov 06 23:16:33 +0000 2017,@517590 Here to help! Contact us via https://t.co/kUyzFAuBFV and we'll be in touch.,,1708049.0
1708050,Uber_Support,False,Mon Nov 06 23:15:13 +0000 2017,"@517591 Here to help! Please DM us your email address and provide more details about your concern, so we can further assist.",,1708051.0
1708052,Uber_Support,False,Mon Nov 06 23:14:48 +0000 2017,@517592 We're here to help! Send us a DM with your email address so we can connect.,,1708053.0
1708645,Uber_Support,False,Tue Nov 07 00:56:16 +0000 2017,@517760 Sorry to hear about that! Can you please contact us via https://t.co/e8HVorX5rh so our team can connect?,,1708646.0
1708649,Uber_Support,False,Tue Nov 07 00:53:41 +0000 2017,@517761 We're working hard to expand our service area! Stay tuned to our website for updates: https://t.co/Mf9vzZ0uru,,1708650.0
1708657,Uber_Support,False,Tue Nov 07 00:53:13 +0000 2017,@517763 Sorry to hear about that! Can you please contact us via https://t.co/e8HVorX5rh so our team can connect?,1708658,1708659.0
1708660,Uber_Support,False,Thu Nov 09 21:04:36 +0000 2017,@517763 We can definitely take a closer look! Please send us a DM with your email address so we can follow up.,,1708658.0
1708661,Uber_Support,False,Tue Nov 07 00:52:02 +0000 2017,@517764 Our team has recently responded via email. Please reply there if you have additional questions!,,1708662.0
1708663,Uber_Support,False,Tue Nov 07 00:51:39 +0000 2017,@517765 We'll be happy to take a closer look. Send us a note via https://t.co/IeSxT5cVHC so our team can connect.,,1708664.0
1708665,Uber_Support,False,Tue Nov 07 00:50:17 +0000 2017,@443678 We have followed up via DM.,,1708666.0
1708668,Uber_Support,False,Tue Nov 07 00:08:16 +0000 2017,@443678 Here to help! Please send us a DM with your email address and more info regarding your concern so we can assist.,1708667,1708669.0
1708671,Uber_Support,False,Tue Nov 07 00:48:34 +0000 2017,@517767 We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,,1708672.0
1708673,Uber_Support,False,Tue Nov 07 00:47:01 +0000 2017,"@517768 Sorry for the trouble! Send us a note here, https://t.co/3eYc7uUEUm, and our team will be in touch.",,1708674.0
1709153,Uber_Support,False,Thu Nov 30 21:27:47 +0000 2017,"@517890 We're here to help. Please send us additional details regarding the ride pass issue, along with your account email so we can follow up with you.",,1709154.0
1709155,Uber_Support,False,Thu Nov 30 21:27:35 +0000 2017,@517891 We've responded via DM!,,1709156.0
1709447,Uber_Support,False,Tue Nov 07 01:12:58 +0000 2017,@508591 Thanks for reaching out and bringing this to our attention. We'll be in touch should we need any additional details.,,1709448.0
1709449,Uber_Support,False,Tue Nov 07 01:02:09 +0000 2017,"@517970 Sorry for the trouble! Send us a note here, https://t.co/y4EDPcVZOI, and our team will be in touch.",,1709450.0
1709451,Uber_Support,False,Tue Nov 07 01:02:06 +0000 2017,@517971 We're happy to connect. Please reach out at https://t.co/s9SVm2cb9K and a member of our team will be in touch shortly.,,1709452.0
1709453,Uber_Support,False,Tue Nov 07 01:01:20 +0000 2017,@498014 Happy to take a closer look! Send us a DM with your email address so we can follow up.,,1709454.0
1709455,Uber_Support,False,Tue Nov 07 01:00:39 +0000 2017,"@517973 Here to help! Send us a note here, https://t.co/yqIhbGRNqi, and our team will follow up.",,1709456.0
1709458,Uber_Support,False,Tue Nov 07 00:59:46 +0000 2017,@517974 Here to help! Send us a note here https://t.co/Zw4rkRwIx2 so we can further assist.,,1709459.0
1709661,Uber_Support,False,Thu Nov 30 21:27:02 +0000 2017,"@306455 Hi, here to help! Kindly send us a note here; https://t.co/TmWmJyGFaK so our team can assist.",,1709662.0
1709850,Uber_Support,False,Thu Nov 30 21:26:38 +0000 2017,@518045 We see your DM and a member of our team will be in touch shortly.,1709851,1709852.0
1710175,Uber_Support,False,Tue Nov 07 01:29:35 +0000 2017,@518129 Here to help! Please send us a DM with your email address and more info regarding your concern so we can assist.,,1710176.0
1710177,Uber_Support,False,Tue Nov 07 01:28:17 +0000 2017,"@518130 Sorry for the confusion, Ed! Please send us a note here instead  https://t.co/y4EDPcVZOI so we can further assist.",1710178,1710179.0
1710180,Uber_Support,False,Tue Nov 07 09:38:55 +0000 2017,@518130 Send us a message via the previously provided link. A member of our team will follow up as soon as possible.,1710181,1710178.0
1710182,Uber_Support,False,Tue Nov 07 12:01:27 +0000 2017,"@518130 We've replied via DM, please follow up there.",1710183,1710181.0
1710184,Uber_Support,False,Tue Nov 07 13:11:34 +0000 2017,"@518130 We see your DM and will be following up shortly, Ed.",,1710183.0
1710185,Uber_Support,False,Tue Nov 07 00:05:37 +0000 2017,@518130 Here to help! Send us a note here; https://t.co/fS660rQ8NQ so we can assist.,1710179,1710186.0
1710187,Uber_Support,False,Tue Nov 07 01:26:23 +0000 2017,@518131 Here to help! Contact us here; https://t.co/WFtPA6RjWt so we can take a closer look.,1710188,1710189.0
1710190,Uber_Support,False,Tue Nov 07 01:56:44 +0000 2017,@518131 So sorry about that. Send us a DM with your email address so we can connect right away.,1710191,1710188.0
1710192,Uber_Support,False,Tue Nov 07 02:58:10 +0000 2017,@518131 We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.,1710193,1710191.0
1710194,Uber_Support,False,Tue Nov 07 01:19:23 +0000 2017,@293923 Here to help! Contact us here; https://t.co/e8HVorX5rh so we can take a closer look.,1710195,1710196.0
1710197,Uber_Support,False,Tue Nov 07 01:48:36 +0000 2017,@293923 Sorry for the delay. We're currently reviewing your email and will follow up shortly.,,1710195.0
1710198,Uber_Support,False,Tue Nov 07 01:18:53 +0000 2017,@130753 Here to help. Send us a note at https://t.co/WaYTFGWjRf so our team can connect.,,1710199.0
1710200,Uber_Support,False,Tue Nov 07 01:14:43 +0000 2017,"@518132 Here to take a closer look! Follow up here; https://t.co/zUe0dj6yoX , and our team will connect right away.",,1710201.0
1710273,Uber_Support,False,Thu Nov 30 21:23:56 +0000 2017,@518152 Here to help. Send us a note at https://t.co/tv4psVy8sr so our team can connect.,,1710274.0
1710624,Uber_Support,False,Thu Nov 30 21:20:02 +0000 2017,"@518220 Please update your postal code within the app under the settings tab. If you have any issues doing this, please let us know.",1710625,1710626.0
1710627,Uber_Support,False,Thu Nov 30 21:37:10 +0000 2017,"@518220 We're sorry for the miscommunication, Vassileia. We'll be sending you a message shortly, so keep an eye out in-app for updates!",1710628,1710625.0
1710629,Uber_Support,False,Thu Nov 30 23:13:14 +0000 2017,"@518221 Here to help! For more info, you may visit: https://t.co/3h8wdQ4EJK.",,1710628.0
1710836,Uber_Support,False,Tue Nov 07 01:43:10 +0000 2017,"@518278 Hi Niro, contact us via https://t.co/UciVpwKXDw and we'll be in touch.",1710837,1710838.0
1710839,Uber_Support,False,Tue Nov 07 01:40:02 +0000 2017,@476359 Here to help! Please send us a DM with your email address and more info regarding your concern so we can assist.,,1710840.0
1710841,Uber_Support,False,Tue Nov 07 01:35:52 +0000 2017,@217801 Here to help. Send us a note at https://t.co/1xM0TILvAI so our team can connect.,1710842,1710843.0
1710844,Uber_Support,False,Tue Nov 07 02:09:19 +0000 2017,@217801 Here to help! Can you please provide us your email address? From there we'll be able to assist further.,1710845,1710842.0
1710846,Uber_Support,False,Tue Nov 07 01:30:26 +0000 2017,@518279 Here to help! Send us a note here; https://t.co/RY2a0oDSbF so we can assist.,1710847,1710848.0
1711188,Uber_Support,False,Tue Oct 17 17:58:36 +0000 2017,@518365 We were able to follow up with you via DM. Please get back to us at your earliest convenience.,,1711189.0
1711190,Uber_Support,False,Tue Oct 17 17:58:23 +0000 2017,"@518366 Happy to help, Marc - please DM us the email address connected with your account profile so we can assist you further.",,1711191.0
1711192,Uber_Support,False,Tue Oct 17 17:55:45 +0000 2017,@136846 We've followed up via DM. Please be sure to check for an update!,1711193,1711194.0
1711195,Uber_Support,False,Tue Oct 17 19:59:09 +0000 2017,@136846 So glad we were able to help! Please don't hesitate to let us know if there's anything more we can assist you with.,,1711193.0
1711196,Uber_Support,False,Tue Oct 17 17:53:03 +0000 2017,"@456315 Happy to help, Jeraz. Please send us a DM with your account email address and we'll follow up shortly.",,1711197.0
1711198,Uber_Support,False,Tue Oct 17 15:45:27 +0000 2017,"@456315 Logging in is not necessary to submit the form previously provided. Please submit a support inquiry so we can connect, Jeraz.",1711197,1711199.0
1711200,Uber_Support,False,Tue Oct 17 12:50:56 +0000 2017,"@456315 We're ready to look into this, Jeraz. Please send us a message with details here: https://t.co/biBCTHpjMe so we can follow up.",1711199,1711201.0
1711202,Uber_Support,False,Tue Oct 17 17:50:56 +0000 2017,@518367 Happy to take a closer look! Send us a DM with your email address and additional details so we can connect.,,1711203.0
1711204,Uber_Support,False,Tue Oct 17 17:50:13 +0000 2017,@518368 You can check out our coverage areas at https://t.co/u3rIywe9ei. We're expanding quickly so stay tuned if your city isn't there!,,1711205.0
1711206,Uber_Support,False,Tue Oct 17 17:50:13 +0000 2017,"@518369 We're working hard to expand our service area, Lena. Stay tuned to our website for updates: https://t.co/Mf9vzZ0uru.",,1711207.0
1711208,Uber_Support,False,Tue Oct 17 17:49:42 +0000 2017,"@518370 Thanks for reaching out. Please clear your cache/cookies, uninstall and then reinstall the app, then restart the app.",1711209,1711210.0
1711211,Uber_Support,False,Tue Oct 17 17:48:26 +0000 2017,@306830 Sorry to hear this! Please send us a note at https://t.co/PwMnPVp5yK so we can look into this for you.,,1711212.0
1711213,Uber_Support,False,Tue Oct 17 17:47:14 +0000 2017,"@518371 We're happy to help out if you have an issue, Rajan. Can you please provide us more details via DM? https://t.co/sd7yH5jmbJ",,1711214.0
1711469,Uber_Support,False,Tue Nov 07 01:57:28 +0000 2017,@518436 Here to help! Send us a note here; https://t.co/e8HVorX5rh so we can assist.,,1711470.0
1711471,Uber_Support,False,Tue Nov 07 01:56:16 +0000 2017,"@478769 That's definitely not ok, Sherri! Please DM us the email on your account - we'd like to connect.",1711472,1711473.0
1711474,Uber_Support,False,Tue Nov 07 01:54:36 +0000 2017,@518437 We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.,,1711475.0
1711476,Uber_Support,False,Tue Nov 07 01:54:07 +0000 2017,"@404980 Happy to help! Send us a note here, https://t.co/yfZfahBCoB and our team will follow up.",,1711477.0
1711478,Uber_Support,False,Tue Nov 07 01:52:35 +0000 2017,@518438 Here to help! Please send us a DM with your email address and more info regarding your concern so we can assist.,1711479,1711480.0
1711491,Uber_Support,False,Tue Nov 07 01:51:40 +0000 2017,@518440 Here to help! Please send us a DM with your email address with details so we can follow up.,,1711492.0
1711493,Uber_Support,False,Tue Nov 07 01:47:22 +0000 2017,@518441 Here to help! Kindly click this link to know how to set-up or update a payment method; https://t.co/ustplGSv8H,,1711494.0
1711495,Uber_Support,False,Tue Nov 07 01:46:00 +0000 2017,@518442 Happy to take a closer look! Can you please send us a DM so we can follow up?,1711496,1711497.0
1711496,Uber_Support,False,Tue Nov 07 03:46:23 +0000 2017,@518442 We've followed up via DM!,,1711495.0
1711498,Uber_Support,False,Tue Nov 07 01:45:48 +0000 2017,@518443 Sorry to hear this. Can you please DM us your email address  so we can follow up?,1711499,1711500.0
1711501,Uber_Support,False,Tue Nov 07 03:39:00 +0000 2017,@518443 Thank you for providing that information. Please send us a direct message with the details of what was missing.  https://t.co/sd7yH5jmbJ,,1711499.0
1711502,Uber_Support,False,Tue Nov 07 01:44:58 +0000 2017,@191032 Here to help! Can you please contact us via https://t.co/y4EDPcVZOI so our team can assist?,,1711503.0
1712094,Uber_Support,False,Tue Nov 07 02:12:01 +0000 2017,@518590 Oh no! We're here to help. A member of our team will be in touch via email/in-app support soon to help address this for you.,,1712095.0
1712097,Uber_Support,False,Tue Nov 07 02:09:11 +0000 2017,@518591 We're so sorry for the trouble. Send us a note via https://t.co/e8HVorX5rh so we can assist.,1712098,1712099.0
1712102,Uber_Support,False,Tue Nov 07 02:36:55 +0000 2017,@518591 Happy to take a closer look! Send us a DM with your email address so we can follow up.,1712103,1712101.0
1712104,Uber_Support,False,Tue Nov 07 03:56:06 +0000 2017,"@518591 Here to help, Brandon. A member of our team has followed up via DM.",,1712103.0
1712105,Uber_Support,False,Tue Nov 07 02:09:01 +0000 2017,@518592 Here to help! Please send us a note via https://t.co/kGIXas5Cxg   so our team can connect.,"1712106,1712107",1712108.0
1712110,Uber_Support,False,Tue Nov 07 03:10:20 +0000 2017,"@518592 We were unable to locate any support inquiries from that email address, please send us a message via the provided link.",,1712107.0
1712111,Uber_Support,False,Tue Nov 07 02:08:41 +0000 2017,@518593 We're here to help. You can see our hours and delivery area at https://t.co/P4mEOOIdr4,,1712112.0
1712113,Uber_Support,False,Tue Nov 07 02:02:24 +0000 2017,@518594 Here to help! Send us a DM with your email address with more info so we can assist.,,1712114.0
1712117,Uber_Support,False,Tue Nov 07 02:00:25 +0000 2017,@518596 Here to help! Please send us a note via https://t.co/xMxswVLBKT  so our team can connect.,"1712118,1712119,1712120",1712121.0
1712122,Uber_Support,False,Tue Nov 07 02:43:05 +0000 2017,@518596 Find out more info here; https://t.co/yqIhbGRNqi,,1712119.0
1712392,Uber_Support,False,Thu Nov 30 21:25:54 +0000 2017,@518667 Here to help. Kindly send a note at  https://t.co/kGIXas5Cxg    so we can connect,,1712393.0
1712394,Uber_Support,False,Thu Nov 30 21:25:49 +0000 2017,"@518668 We're here to help, Amina! What can we assist you with?",,171819.0
1712594,Uber_Support,False,Tue Nov 07 02:29:34 +0000 2017,"@518729 Here to help! To know more about multiple stops, please visit: https://t.co/bo8dqbLieK",,1712595.0
1712596,Uber_Support,False,Tue Nov 07 02:24:19 +0000 2017,"@476359 We've replied via DM, please follow up there.",,1712597.0
1712598,Uber_Support,False,Tue Nov 07 02:23:44 +0000 2017,@518730 We can take a look! Send us a note via https://t.co/Zp65cRdAGI so our team can get in touch.,1712599,1712600.0
1712601,Uber_Support,False,Tue Nov 07 02:52:42 +0000 2017,@518730 We're here to help! Send us a DM with your email address so we can connect.,,1712599.0
1712602,Uber_Support,False,Tue Nov 07 02:22:54 +0000 2017,@518731 We can definitely take a look! Send us a DM with your email address and details so we can follow up.,,1712603.0
1712604,Uber_Support,False,Tue Nov 07 02:18:08 +0000 2017,@518732 Sorry to hear this. Can you please DM us so we can look into this?,,1712605.0
1712779,Uber_Support,False,Thu Oct 26 15:55:12 +0000 2017,@__kurohime__ We're here to help! Simply visit this link to know more about driver's rating: https://t.co/C1eyHvzryf,,1712780.0
1713189,Uber_Support,False,Tue Nov 07 02:43:52 +0000 2017,@518886 Sorry to hear this. Can you please DM us so we can follow up?,,1713190.0
1713192,Uber_Support,False,Tue Nov 07 02:43:10 +0000 2017,@518887 We're currently reviewing your email and will be in touch shortly. We appreciate your patience!,,1713193.0
1713194,Uber_Support,False,Tue Nov 07 02:41:38 +0000 2017,"@518888 Here to help! Send us a note here, https://t.co/lqVgKo4ZO3, and our team will follow up.",,1713195.0
1713196,Uber_Support,False,Tue Nov 07 02:38:04 +0000 2017,"@518889 Sorry for the trouble! Send us a note here, https://t.co/fS660rQ8NQ, and our team will be in touch.",,1713197.0
1713205,Uber_Support,False,Tue Nov 07 02:33:43 +0000 2017,@518890 We're here to help. Can you please send us a DM your email address so we can connect?,,1713206.0
1713858,Uber_Support,False,Tue Nov 07 02:58:45 +0000 2017,@519024 We take this very seriously. Please send us a DM with your email address so we can further assist.,,1713859.0
1713864,Uber_Support,False,Tue Nov 07 02:57:20 +0000 2017,@478769 Please send us a DM with your account email address + details and we'll connect.,,1713865.0
1713866,Uber_Support,False,Tue Nov 07 02:48:16 +0000 2017,@519026 Happy to help! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.,,1713867.0
1713868,Uber_Support,False,Tue Nov 07 02:47:52 +0000 2017,@519027 So sorry for the trouble! Send us a note via https://t.co/fS660rQ8NQ so our team can assist.,,1713869.0
1714319,Uber_Support,False,Tue Nov 07 03:13:08 +0000 2017,@519132 We're here to help! Send us a DM with your email address so we can connect.,,1714320.0
1714321,Uber_Support,False,Mon Oct 30 16:27:47 +0000 2017,@519132 We can definitely take a closer look! Please send us a note via https://t.co/1xM0TILvAI so we can connect.,1714320,1714322.0
1714323,Uber_Support,False,Tue Nov 07 03:13:07 +0000 2017,@519133 Here to help! Send us a note here https://t.co/OtyWJkxVia so we can further assist.,,1714324.0
1714339,Uber_Support,False,Tue Nov 07 03:10:37 +0000 2017,"@519134 Sorry for the trouble! Send us a note here, https://t.co/DpLEahcQAT, and our team will be in touch.",,1714340.0
1714341,Uber_Support,False,Tue Nov 07 03:06:28 +0000 2017,@519135 We can definitely take a look! Can you please contact us via https://t.co/y4EDPcVZOI so our team can assist?,,1714342.0
1714343,Uber_Support,False,Tue Nov 07 03:06:03 +0000 2017,"@519136 We've reached out to you via DM, be on the look out for our response.",,1714344.0
1714345,Uber_Support,False,Tue Nov 07 03:05:05 +0000 2017,@519137 Here to help! For more info visit; https://t.co/VV0p2adOjs.,,1714346.0
1714347,Uber_Support,False,Tue Nov 07 03:00:26 +0000 2017,@519138 We absolutely want to follow up right away. Please send us a DM with your email address so we can connect.,,1714348.0
1714884,Uber_Support,False,Tue Nov 07 03:23:27 +0000 2017,@519372 We absolutely want to follow up right away. Please send us a DM with your email address so we can connect.,,1714885.0
1714888,Uber_Support,False,Tue Nov 07 03:22:07 +0000 2017,@519374 Happy to follow up! Contact us via https://t.co/tv4psVy8sr so we can connect.,,1714889.0
1714946,Uber_Support,False,Tue Oct 17 18:12:25 +0000 2017,@519388 Thanks for reaching out! Please DM us with more info regarding your inquiry.,,1714947.0
1714960,Uber_Support,False,Tue Oct 17 18:10:27 +0000 2017,"@519392 We're here to connect, Anna. Please reach out at https://t.co/z8NNR56eyf and a member of our team will be in touch shortly.",1714961,1714962.0
1714963,Uber_Support,False,Tue Oct 17 18:09:58 +0000 2017,@519393 We apologize for any inconvenience. Kindly send a note here: https://t.co/fS660rQ8NQ so we can connect.,1714964,1714965.0
1714966,Uber_Support,False,Tue Oct 17 18:07:38 +0000 2017,"@519394 Hello, Patrick! To find more info on cancellation fees, please visit us at https://t.co/YqGC6qQdzI.",,1714967.0
1714968,Uber_Support,False,Tue Oct 17 18:06:52 +0000 2017,@232486 Here to help! Send us a note here; https://t.co/oEOANqFpjc and our team will be able to help.,,1714969.0
1714976,Uber_Support,False,Tue Oct 17 18:03:44 +0000 2017,@372475 We've received your DM and a member of our team has reached out. Please review your messages for our response.,1714977,1714978.0
1714992,Uber_Support,False,Tue Oct 17 17:59:49 +0000 2017,@519399 Please send us a DM with your Uber account email address so we can follow up.,,1714993.0
1715359,Uber_Support,False,Tue Nov 07 03:43:22 +0000 2017,@519495 Happy to follow up! Send us a note via https://t.co/TZfdydbgWq so we can assist.,,1715360.0
1715361,Uber_Support,False,Tue Nov 07 03:40:26 +0000 2017,@519496 Hi there! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.,,1715362.0
1715363,Uber_Support,False,Tue Nov 07 03:39:19 +0000 2017,"@519497 Here to help! Follow up here; https://t.co/zUe0dj6yoX , and our team will connect right away.",1715364,1715365.0
1715366,Uber_Support,False,Wed Nov 15 21:53:06 +0000 2017,@519497 We do not have an update on this as of yet. Be sure to keep an eye out in the coming weeks!,,1715364.0
1715367,Uber_Support,False,Tue Nov 07 03:35:53 +0000 2017,"@519498 We can definitely take a closer look! Contact us here; https://t.co/593jusCquh , so we can help.",,1715368.0
1715369,Uber_Support,False,Tue Nov 07 03:35:01 +0000 2017,@519499 Hi there! Send us a note via https://t.co/K05RdmK3t4 so our team can get in touch.,,1715370.0
1715372,Uber_Support,False,Tue Nov 07 03:31:53 +0000 2017,@519500 Here to help! Please DM us the email associated with your account and we'll look into this.,,1715373.0
1715374,Uber_Support,False,Tue Nov 07 03:31:23 +0000 2017,@519501 We're here to help! Send us a DM with your email address and more details of your concern so we can follow up.,,1715375.0
1715376,Uber_Support,False,Tue Nov 07 03:30:10 +0000 2017,@519502 Here to help! Please send us a note at https://t.co/e8HVorX5rh and we'll be happy to look into this for you.,,1715377.0
1715378,Uber_Support,False,Tue Nov 07 03:29:53 +0000 2017,@519503 Here to help! Please send us a DM with your email address and more info regarding your concern so we can assist.,,1715379.0
1715682,Uber_Support,False,Tue Nov 07 03:57:31 +0000 2017,@519586 Here to help! Please contact us via https://t.co/K05RdmK3t4 so our team can further assist.,,1715683.0
1715684,Uber_Support,False,Tue Nov 07 03:57:15 +0000 2017,@519587 Hi there! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.,,1715685.0
1715686,Uber_Support,False,Tue Nov 07 03:55:27 +0000 2017,@503123 Here to help. Send us a note at https://t.co/e8HVorX5rh so our team can connect.,,1715687.0
1715688,Uber_Support,False,Tue Nov 07 03:54:53 +0000 2017,@519588 Here to help. Send us a note at https://t.co/O1dsjntprg so our team can connect.,,1715689.0
1715690,Uber_Support,False,Tue Nov 07 03:52:50 +0000 2017,@519589 Here to help! Please send us a note via https://t.co/rOtqyWzf0B so our team can connect.,1715691,1715692.0
1715693,Uber_Support,False,Tue Nov 07 03:51:51 +0000 2017,@519590 Here to help! Send us a note here https://t.co/P4hKbfQBbP so we can further assist.,,1715694.0
1715695,Uber_Support,False,Tue Nov 07 03:49:11 +0000 2017,@519591 So sorry about the trouble! Please send us a DM with your email address and more specific details so we can connect.,,1715696.0
1715697,Uber_Support,False,Tue Nov 07 03:49:10 +0000 2017,"@519592 We're reaching out to you via DM, be on the look out for our response.",,1715698.0
1715699,Uber_Support,False,Tue Nov 07 03:48:36 +0000 2017,"@519593 We've replied via DM, please follow up there.",,1715700.0
1715701,Uber_Support,False,Tue Nov 07 03:47:39 +0000 2017,"@497401 At this moment, we don't offer phone support for these issues. Visit this link https://t.co/ZKt0NHVs3P so our team can assist.",,1715702.0
1715703,Uber_Support,False,Tue Nov 07 03:45:45 +0000 2017,"@519594 We can definitely take a closer look! Contact us here; https://t.co/kGIXas5Cxg, so we can help.",1715704,1715705.0
1715706,Uber_Support,False,Tue Nov 07 04:41:19 +0000 2017,@519594 We're here to help! Send us a DM with your email address so we can assist.,,1715704.0
1715707,Uber_Support,False,Wed Nov 08 04:18:19 +0000 2017,@519594 We've followed up via DM!,,1715704.0
1716196,Uber_Support,False,Tue Nov 07 04:13:56 +0000 2017,"@519724 Happy to help! Send us a note here, https://t.co/rOtqyWzf0B, and our team will follow up.",,1716197.0
1716198,Uber_Support,False,Tue Nov 07 04:12:27 +0000 2017,"@519725 Here to help! Send us a note here, https://t.co/fyn3pRpCG3, and our team will follow up.",,1716199.0
